No,Sun 5% (MW),Sun 10% (MW),Sun 15% (MW)
5618,29.25,58.5,88.5
5619,32.5,65,70.5
5620,33,66,87.75
5621,29.5,59,97.5
5622,23.5,47,99
5623,29.25,58.5,88.5
5624,32.5,65,70.5
5625,33,66,87.75
5626,29.5,59,97.5
5627,23.5,47,99
5628,29.25,58.5,88.5
5629,32.5,65,70.5
5630,33,66,87.75
5631,29.5,59,97.5
5632,23.5,47,99
5633,29.25,58.5,88.5
5634,32.5,65,70.5
5635,33,66,87.75
5636,29.5,59,97.5
5637,23.5,47,99
5638,29.25,58.5,88.5
5639,32.5,65,70.5
5640,33,66,87.75
5641,29.5,59,97.5
5642,23.5,47,99
5643,29.25,58.5,88.5
5644,32.5,65,70.5
5645,33,66,87.75
5646,29.5,59,97.5
5647,23.5,47,99
5648,29.25,58.5,88.5
5649,32.5,65,70.5
5650,33,66,87.75
5651,29.5,59,97.5
5652,23.5,47,99
5653,29.25,58.5,88.5
5654,32.5,65,70.5
5655,33,66,87.75
5656,29.5,59,97.5
5657,23.5,47,99
5658,29.25,58.5,88.5
5659,32.5,65,70.5
5660,33,66,87.75
5661,29.5,59,97.5
5662,23.5,47,99
5663,29.25,58.5,88.5
5664,32.5,65,70.5
5665,33,66,87.75
5666,29.5,59,97.5
5667,23.5,47,99
5668,29.25,58.5,88.5
5669,32.5,65,70.5
5670,33,66,87.75
5671,29.5,59,97.5
5672,23.5,47,99
5673,29.25,58.5,88.5
5674,32.5,65,70.5
5675,33,66,87.75
5676,29.5,59,97.5
5677,23.5,47,99
5678,29.25,58.5,88.5
5679,32.5,65,70.5
5680,33,66,87.75
5681,29.5,59,97.5
5682,23.5,47,99
5683,29.25,58.5,88.5
5684,32.5,65,70.5
5685,33,66,87.75
5686,29.5,59,97.5
5687,23.5,47,99
5688,29.25,58.5,88.5
5689,32.5,65,70.5
5690,33,66,87.75
5691,29.5,59,97.5
5692,23.5,47,99
5693,29.25,58.5,88.5
5694,32.5,65,70.5
5695,33,66,87.75
5696,29.5,59,97.5
5697,23.5,47,99
5698,29.25,58.5,88.5
5699,32.5,65,70.5
5700,33,66,87.75
5701,29.5,59,97.5
5702,23.5,47,99
5703,29.25,58.5,88.5
5704,32.5,65,70.5
5705,33,66,87.75
5706,29.5,59,97.5
5707,23.5,47,99
5708,29.25,58.5,88.5
5709,32.5,65,70.5
5710,33,66,87.75
5711,29.5,59,97.5
5712,23.5,47,99
5713,29.25,58.5,88.5
5714,32.5,65,70.5
5715,33,66,87.75
5716,29.5,59,97.5
5717,23.5,47,99
5718,29.25,58.5,88.5
5719,32.5,65,70.5
5720,33,66,87.75
5721,29.5,59,97.5
5722,23.5,47,99
5723,29.25,58.5,88.5
5724,32.5,65,70.5
5725,33,66,87.75
5726,29.5,59,97.5
5727,23.5,47,99
5728,29.25,58.5,88.5
5729,32.5,65,70.5
5730,33,66,87.75
5731,29.5,59,97.5
5732,23.5,47,99
5733,29.25,58.5,88.5
5734,32.5,65,70.5
5735,33,66,87.75
5736,29.5,59,97.5
5737,23.5,47,99
5738,29.25,58.5,88.5
5739,32.5,65,70.5
5740,33,66,87.75
5741,29.5,59,97.5
5742,23.5,47,99
5743,29.25,58.5,88.5
5744,32.5,65,70.5
5745,33,66,87.75
5746,29.5,59,97.5
5747,23.5,47,99
5748,29.25,58.5,88.5
5749,32.5,65,70.5
5750,33,66,87.75
5751,29.5,59,97.5
5752,23.5,47,99
5753,29.25,58.5,88.5
5754,32.5,65,70.5
5755,33,66,87.75
5756,29.5,59,97.5
5757,23.5,47,99
5758,29.25,58.5,88.5
5759,32.5,65,70.5
5760,33,66,87.75
5761,29.5,59,97.5
5762,23.5,47,99
5763,29.25,58.5,88.5
5764,32.5,65,70.5
5765,33,66,87.75
5766,29.5,59,97.5
5767,23.5,47,99
5768,29.25,58.5,88.5
5769,32.5,65,70.5
5770,33,66,87.75
5771,29.5,59,97.5
5772,23.5,47,99
5773,29.25,58.5,88.5
5774,32.5,65,70.5
5775,33,66,87.75
5776,29.5,59,97.5
5777,23.5,47,99
5778,29.25,58.5,88.5
5779,32.5,65,70.5
5780,33,66,87.75
5781,29.5,59,97.5
5782,23.5,47,99
5783,29.25,58.5,88.5
5784,32.5,65,70.5
5785,33,66,87.75
5786,29.5,59,97.5
5787,23.5,47,99
5788,29.25,58.5,88.5
5789,32.5,65,70.5
5790,33,66,87.75
5791,29.5,59,97.5
5792,23.5,47,99
5793,29.25,58.5,88.5
5794,32.5,65,70.5
5795,33,66,87.75
5796,29.5,59,97.5
5797,23.5,47,99
5798,29.25,58.5,88.5
5799,32.5,65,70.5
5800,33,66,87.75
5801,29.5,59,97.5
5802,23.5,47,99
5803,29.25,58.5,88.5
5804,32.5,65,70.5
5805,33,66,87.75
5806,29.5,59,97.5
5807,23.5,47,99
5808,29.25,58.5,88.5
5809,32.5,65,70.5
5810,33,66,87.75
5811,29.5,59,97.5
5812,23.5,47,99
5813,29.25,58.5,88.5
5814,32.5,65,70.5
5815,33,66,87.75
5816,29.5,59,97.5
5817,23.5,47,99
5818,29.25,58.5,88.5
5819,32.5,65,70.5
5820,33,66,87.75
5821,29.5,59,97.5
5822,23.5,47,99
5823,29.25,58.5,88.5
5824,32.5,65,70.5
5825,33,66,87.75
5826,29.5,59,97.5
5827,23.5,47,99
5828,29.25,58.5,88.5
5829,32.5,65,70.5
5830,33,66,87.75
5831,29.5,59,97.5
5832,23.5,47,99
5833,29.25,58.5,88.5
5834,32.5,65,70.5
5835,33,66,87.75
5836,29.5,59,97.5
5837,23.5,47,99
5838,29.25,58.5,88.5
5839,32.5,65,70.5
5840,33,66,87.75
5841,29.5,59,97.5
5842,23.5,47,99
5843,29.25,58.5,88.5
5844,32.5,65,70.5
5845,33,66,87.75
5846,29.5,59,97.5
5847,23.5,47,99
5848,29.25,58.5,88.5
5849,32.5,65,70.5
5850,33,66,87.75
5851,29.5,59,97.5
5852,23.5,47,99
5853,29.25,58.5,88.5
5854,32.5,65,70.5
5855,33,66,87.75
5856,29.5,59,97.5
5857,23.5,47,99
5858,29.25,58.5,88.5
5859,32.5,65,70.5
5860,33,66,87.75
5861,29.5,59,97.5
5862,23.5,47,99
5863,29.25,58.5,88.5
5864,32.5,65,70.5
5865,33,66,87.75
5866,29.5,59,97.5
5867,23.5,47,99
5868,29.25,58.5,88.5
5869,32.5,65,70.5
5870,33,66,87.75
5871,29.5,59,97.5
5872,23.5,47,99
5873,29.25,58.5,88.5
5874,32.5,65,70.5
5875,33,66,87.75
5876,29.5,59,97.5
5877,23.5,47,99
5878,29.25,58.5,88.5
5879,32.5,65,70.5
5880,33,66,87.75
5881,29.5,59,97.5
5882,23.5,47,99
5883,29.25,58.5,88.5
5884,32.5,65,70.5
5885,33,66,87.75
5886,29.5,59,97.5
5887,23.5,47,99
5888,29.25,58.5,88.5
5889,32.5,65,70.5
5890,33,66,87.75
5891,29.5,59,97.5
5892,23.5,47,99
5893,29.25,58.5,88.5
5894,32.5,65,70.5
5895,33,66,87.75
5896,29.5,59,97.5
5897,23.5,47,99
5898,29.25,58.5,88.5
5899,32.5,65,70.5
5900,33,66,87.75
5901,29.5,59,97.5
5902,23.5,47,99
5903,29.25,58.5,88.5
5904,32.5,65,70.5
5905,33,66,87.75
5906,29.5,59,97.5
5907,23.5,47,99
5908,29.25,58.5,88.5
5909,32.5,65,70.5
5910,33,66,87.75
5911,29.5,59,97.5
5912,23.5,47,99
5913,29.25,58.5,88.5
5914,32.5,65,70.5
5915,33,66,87.75
5916,29.5,59,97.5
5917,23.5,47,99
5918,29.25,58.5,88.5
5919,32.5,65,70.5
5920,33,66,87.75
5921,29.5,59,97.5
5922,23.5,47,99
5923,29.25,58.5,88.5
5924,32.5,65,70.5
5925,33,66,87.75
5926,29.5,59,97.5
5927,23.5,47,99
5928,29.25,58.5,88.5
5929,32.5,65,70.5
5930,33,66,87.75
5931,29.5,59,97.5
5932,23.5,47,99
5933,29.25,58.5,88.5
5934,32.5,65,70.5
5935,33,66,87.75
5936,29.5,59,97.5
5937,23.5,47,99
5938,29.25,58.5,88.5
5939,32.5,65,70.5
5940,33,66,87.75
5941,29.5,59,97.5
5942,23.5,47,99
5943,29.25,58.5,88.5
5944,32.5,65,70.5
5945,33,66,87.75
5946,29.5,59,97.5
5947,23.5,47,99
5948,29.25,58.5,88.5
5949,32.5,65,70.5
5950,33,66,87.75
5951,29.5,59,97.5
5952,23.5,47,99
5953,29.25,58.5,88.5
5954,32.5,65,70.5
5955,33,66,87.75
5956,29.5,59,97.5
5957,23.5,47,99
5958,29.25,58.5,88.5
5959,32.5,65,70.5
5960,33,66,87.75
5961,29.5,59,97.5
5962,23.5,47,99
5963,29.25,58.5,88.5
5964,32.5,65,70.5
5965,33,66,87.75
5966,29.5,59,97.5
5967,23.5,47,99
5968,29.25,58.5,88.5
5969,32.5,65,70.5
5970,33,66,87.75
5971,29.5,59,97.5
5972,23.5,47,99
5973,29.25,58.5,88.5
5974,32.5,65,70.5
5975,33,66,87.75
5976,29.5,59,97.5
5977,23.5,47,99
5978,29.25,58.5,88.5
5979,32.5,65,70.5
5980,33,66,87.75
5981,29.5,59,97.5
5982,23.5,47,99
5983,29.25,58.5,88.5
5984,32.5,65,70.5
5985,33,66,87.75
5986,29.5,59,97.5
5987,23.5,47,99
5988,29.25,58.5,88.5
5989,32.5,65,70.5
5990,33,66,87.75
5991,29.5,59,97.5
5992,23.5,47,99
5993,29.25,58.5,88.5
5994,32.5,65,70.5
5995,33,66,87.75
5996,29.5,59,97.5
5997,23.5,47,99
5998,29.25,58.5,88.5
5999,32.5,65,70.5
6000,33,66,87.75
6001,29.5,59,97.5
6002,23.5,47,99
6003,29.25,58.5,88.5
6004,32.5,65,70.5
6005,33,66,87.75
6006,29.5,59,97.5
6007,23.5,47,99
6008,29.25,58.5,88.5
6009,32.5,65,70.5
6010,33,66,87.75
6011,29.5,59,97.5
6012,23.5,47,99
6013,29.25,58.5,88.5
6014,32.5,65,70.5
6015,33,66,87.75
6016,29.5,59,97.5
6017,23.5,47,99
6018,29.25,58.5,88.5
6019,32.5,65,70.5
6020,33,66,87.75
6021,29.5,59,97.5
6022,23.5,47,99
6023,29.25,58.5,88.5
6024,32.5,65,70.5
6025,33,66,87.75
6026,29.5,59,97.5
6027,23.5,47,99
6028,29.25,58.5,88.5
6029,32.5,65,70.5
6030,33,66,87.75
6031,29.5,59,97.5
6032,23.5,47,99
6033,29.25,58.5,88.5
6034,32.5,65,70.5
6035,33,66,87.75
6036,29.5,59,97.5
6037,23.5,47,99
6038,29.25,58.5,88.5
6039,32.5,65,70.5
6040,33,66,87.75
6041,29.5,59,97.5
6042,23.5,47,99
6043,29.25,58.5,88.5
6044,32.5,65,70.5
6045,33,66,87.75
6046,29.5,59,97.5
6047,23.5,47,99
6048,29.25,58.5,88.5
6049,32.5,65,70.5
6050,33,66,87.75
6051,29.5,59,97.5
6052,23.5,47,99
6053,29.25,58.5,88.5
6054,32.5,65,70.5
6055,33,66,87.75
6056,29.5,59,97.5
6057,23.5,47,99
6058,29.25,58.5,88.5
6059,32.5,65,70.5
6060,33,66,87.75
6061,29.5,59,97.5
6062,23.5,47,99
6063,29.25,58.5,88.5
6064,32.5,65,70.5
6065,33,66,87.75
6066,29.5,59,97.5
6067,23.5,47,99
6068,29.25,58.5,88.5
6069,32.5,65,70.5
6070,33,66,87.75
6071,29.5,59,97.5
6072,23.5,47,99
6073,29.25,58.5,88.5
6074,32.5,65,70.5
6075,33,66,87.75
6076,29.5,59,97.5
6077,23.5,47,99
6078,29.25,58.5,88.5
6079,32.5,65,70.5
6080,33,66,87.75
6081,29.5,59,97.5
6082,23.5,47,99
6083,29.25,58.5,88.5
6084,32.5,65,70.5
6085,33,66,87.75
6086,29.5,59,97.5
6087,23.5,47,99
6088,29.25,58.5,88.5
6089,32.5,65,70.5
6090,33,66,87.75
6091,29.5,59,97.5
6092,23.5,47,99
6093,29.25,58.5,88.5
6094,32.5,65,70.5
6095,33,66,87.75
6096,29.5,59,97.5
6097,23.5,47,99
6098,29.25,58.5,88.5
6099,32.5,65,70.5
6100,33,66,87.75
6101,29.5,59,97.5
6102,23.5,47,99
6103,29.25,58.5,88.5
6104,32.5,65,70.5
6105,33,66,87.75
6106,29.5,59,97.5
6107,23.5,47,99
6108,29.25,58.5,88.5
6109,32.5,65,70.5
6110,33,66,87.75
6111,29.5,59,97.5
6112,23.5,47,99
6113,29.25,58.5,88.5
6114,32.5,65,70.5
6115,33,66,87.75
6116,29.5,59,97.5
6117,23.5,47,99
6118,29.25,58.5,88.5
6119,32.5,65,70.5
6120,33,66,87.75
6121,29.5,59,97.5
6122,23.5,47,99
6123,29.25,58.5,88.5
6124,32.5,65,70.5
6125,33,66,87.75
6126,29.5,59,97.5
6127,23.5,47,99
6128,29.25,58.5,88.5
6129,32.5,65,70.5
6130,33,66,87.75
6131,29.5,59,97.5
6132,23.5,47,99
6133,29.25,58.5,88.5
6134,32.5,65,70.5
6135,33,66,87.75
6136,29.5,59,97.5
6137,23.5,47,99
6138,29.25,58.5,88.5
6139,32.5,65,70.5
6140,33,66,87.75
6141,29.5,59,97.5
6142,23.5,47,99
6143,29.25,58.5,88.5
6144,32.5,65,70.5
6145,33,66,87.75
6146,29.5,59,97.5
6147,23.5,47,99
6148,29.25,58.5,88.5
6149,32.5,65,70.5
6150,33,66,87.75
6151,29.5,59,97.5
6152,23.5,47,99
6153,29.25,58.5,88.5
6154,32.5,65,70.5
6155,33,66,87.75
6156,29.5,59,97.5
6157,23.5,47,99
6158,29.25,58.5,88.5
6159,32.5,65,70.5
6160,33,66,87.75
6161,29.5,59,97.5
6162,23.5,47,99
6163,29.25,58.5,88.5
6164,32.5,65,70.5
6165,33,66,87.75
6166,29.5,59,97.5
6167,23.5,47,99
6168,29.25,58.5,88.5
6169,32.5,65,70.5
6170,33,66,87.75
6171,29.5,59,97.5
6172,23.5,47,99
6173,29.25,58.5,88.5
6174,32.5,65,70.5
6175,33,66,87.75
6176,29.5,59,97.5
6177,23.5,47,99
6178,29.25,58.5,88.5
6179,32.5,65,70.5
6180,33,66,87.75
6181,29.5,59,97.5
6182,23.5,47,99
6183,29.25,58.5,88.5
6184,32.5,65,70.5
6185,33,66,87.75
6186,29.5,59,97.5
6187,23.5,47,99
6188,29.25,58.5,88.5
6189,32.5,65,70.5
6190,33,66,87.75
6191,29.5,59,97.5
6192,23.5,47,99
6193,29.25,58.5,88.5
6194,32.5,65,70.5
6195,33,66,87.75
6196,29.5,59,97.5
6197,23.5,47,99
6198,29.25,58.5,88.5
6199,32.5,65,70.5
6200,33,66,87.75
6201,29.5,59,97.5
6202,23.5,47,99
6203,29.25,58.5,88.5
6204,32.5,65,70.5
6205,33,66,87.75
6206,29.5,59,97.5
6207,23.5,47,99
6208,29.25,58.5,88.5
6209,32.5,65,70.5
6210,33,66,87.75
6211,29.5,59,97.5
6212,23.5,47,99
6213,29.25,58.5,88.5
6214,32.5,65,70.5
6215,33,66,87.75
6216,29.5,59,97.5
6217,23.5,47,99
6218,29.25,58.5,88.5
6219,32.5,65,70.5
6220,33,66,87.75
6221,29.5,59,97.5
6222,23.5,47,99
6223,29.25,58.5,88.5
6224,32.5,65,70.5
6225,33,66,87.75
6226,29.5,59,97.5
6227,23.5,47,99
6228,29.25,58.5,88.5
6229,32.5,65,70.5
6230,33,66,87.75
6231,29.5,59,97.5
6232,23.5,47,99
6233,29.25,58.5,88.5
6234,32.5,65,70.5
6235,33,66,87.75
6236,29.5,59,97.5
6237,23.5,47,99
6238,29.25,58.5,88.5
6239,32.5,65,70.5
6240,33,66,87.75
6241,29.5,59,97.5
6242,23.5,47,99
6243,29.25,58.5,88.5
6244,32.5,65,70.5
6245,33,66,87.75
6246,29.5,59,97.5
6247,23.5,47,99
6248,29.25,58.5,88.5
6249,32.5,65,70.5
6250,33,66,87.75
6251,29.5,59,97.5
6252,23.5,47,99
6253,29.25,58.5,88.5
6254,32.5,65,70.5
6255,33,66,87.75
6256,29.5,59,97.5
6257,23.5,47,99
6258,29.25,58.5,88.5
6259,32.5,65,70.5
6260,33,66,87.75
6261,29.5,59,97.5
6262,23.5,47,99
6263,29.25,58.5,88.5
6264,32.5,65,70.5
6265,33,66,87.75
6266,29.5,59,97.5
6267,23.5,47,99
6268,29.25,58.5,88.5
6269,32.5,65,70.5
6270,33,66,87.75
6271,29.5,59,97.5
6272,23.5,47,99
6273,29.25,58.5,88.5
6274,32.5,65,70.5
6275,33,66,87.75
6276,29.5,59,97.5
6277,23.5,47,99
6278,29.25,58.5,88.5
6279,32.5,65,70.5
6280,33,66,87.75
6281,29.5,59,97.5
6282,23.5,47,99
6283,29.25,58.5,88.5
6284,32.5,65,70.5
6285,33,66,87.75
6286,29.5,59,97.5
6287,23.5,47,99
6288,29.25,58.5,88.5
6289,32.5,65,70.5
6290,33,66,87.75
6291,29.5,59,97.5
6292,23.5,47,99
6293,29.25,58.5,88.5
6294,32.5,65,70.5
6295,33,66,87.75
6296,29.5,59,97.5
6297,23.5,47,99
6298,29.25,58.5,88.5
6299,32.5,65,70.5
6300,33,66,87.75
6301,29.5,59,97.5
6302,23.5,47,99
6303,29.25,58.5,88.5
6304,32.5,65,70.5
6305,33,66,87.75
6306,29.5,59,97.5
6307,23.5,47,99
6308,29.25,58.5,88.5
6309,32.5,65,70.5
6310,33,66,87.75
6311,29.5,59,97.5
6312,23.5,47,99
6313,29.25,58.5,88.5
6314,32.5,65,70.5
6315,33,66,87.75
6316,29.5,59,97.5
6317,23.5,47,99
6318,29.25,58.5,88.5
6319,32.5,65,70.5
6320,33,66,87.75
6321,29.5,59,97.5
6322,23.5,47,99
6323,29.25,58.5,88.5
6324,32.5,65,70.5
6325,33,66,87.75
6326,29.5,59,97.5
6327,23.5,47,99
6328,29.25,58.5,88.5
6329,32.5,65,70.5
6330,33,66,87.75
6331,29.5,59,97.5
6332,23.5,47,99
6333,29.25,58.5,88.5
6334,32.5,65,70.5
6335,33,66,87.75
6336,29.5,59,97.5
6337,23.5,47,99
6338,29.25,58.5,88.5
6339,32.5,65,70.5
6340,33,66,87.75
6341,29.5,59,97.5
6342,23.5,47,99
6343,29.25,58.5,88.5
6344,32.5,65,70.5
6345,33,66,87.75
6346,29.5,59,97.5
6347,23.5,47,99
6348,29.25,58.5,88.5
6349,32.5,65,70.5
6350,33,66,87.75
6351,29.5,59,97.5
6352,23.5,47,99
6353,29.25,58.5,88.5
6354,32.5,65,70.5
6355,33,66,87.75
6356,29.5,59,97.5
6357,23.5,47,99
6358,29.25,58.5,88.5
6359,32.5,65,70.5
6360,33,66,87.75
6361,29.5,59,97.5
6362,23.5,47,99
6363,29.25,58.5,88.5
6364,32.5,65,70.5
6365,33,66,87.75
6366,29.5,59,97.5
6367,23.5,47,99
6368,29.25,58.5,88.5
6369,32.5,65,70.5
6370,33,66,87.75
6371,29.5,59,97.5
6372,23.5,47,99
6373,29.25,58.5,88.5
6374,32.5,65,70.5
6375,33,66,87.75
6376,29.5,59,97.5
6377,23.5,47,99
6378,29.25,58.5,88.5
6379,32.5,65,70.5
6380,33,66,87.75
6381,29.5,59,97.5
6382,23.5,47,99
6383,29.25,58.5,88.5
6384,32.5,65,70.5
6385,33,66,87.75
6386,29.5,59,97.5
6387,23.5,47,99
6388,29.25,58.5,88.5
6389,32.5,65,70.5
6390,33,66,87.75
6391,29.5,59,97.5
6392,23.5,47,99
6393,29.25,58.5,88.5
6394,32.5,65,70.5
6395,33,66,87.75
6396,29.5,59,97.5
6397,23.5,47,99
6398,29.25,58.5,88.5
6399,32.5,65,70.5
6400,33,66,87.75
6401,29.5,59,97.5
6402,23.5,47,99
6403,29.25,58.5,88.5
6404,32.5,65,70.5
6405,33,66,87.75
6406,29.5,59,97.5
6407,23.5,47,99
6408,29.25,58.5,88.5
6409,32.5,65,70.5
6410,33,66,87.75
6411,29.5,59,97.5
6412,23.5,47,99
6413,29.25,58.5,88.5
6414,32.5,65,70.5
6415,33,66,87.75
6416,29.5,59,97.5
6417,23.5,47,99
6418,29.25,58.5,88.5
6419,32.5,65,70.5
6420,33,66,87.75
6421,29.5,59,97.5
6422,23.5,47,99
6423,29.25,58.5,88.5
6424,32.5,65,70.5
6425,33,66,87.75
6426,29.5,59,97.5
6427,23.5,47,99
6428,29.25,58.5,88.5
6429,32.5,65,70.5
6430,33,66,87.75
6431,29.5,59,97.5
6432,23.5,47,99
6433,29.25,58.5,88.5
6434,32.5,65,70.5
6435,33,66,87.75
6436,29.5,59,97.5
6437,23.5,47,99
6438,29.25,58.5,88.5
6439,32.5,65,70.5
6440,33,66,87.75
6441,29.5,59,97.5
6442,23.5,47,99
6443,29.25,58.5,88.5
6444,32.5,65,70.5
6445,33,66,87.75
6446,29.5,59,97.5
6447,23.5,47,99
6448,29.25,58.5,88.5
6449,32.5,65,70.5
6450,33,66,87.75
6451,29.5,59,97.5
6452,23.5,47,99
6453,29.25,58.5,88.5
6454,32.5,65,70.5
6455,33,66,87.75
6456,29.5,59,97.5
6457,23.5,47,99
6458,29.25,58.5,88.5
6459,32.5,65,70.5
6460,33,66,87.75
6461,29.5,59,97.5
6462,23.5,47,99
6463,29.25,58.5,88.5
6464,32.5,65,70.5
6465,33,66,87.75
6466,29.5,59,97.5
6467,23.5,47,99
6468,29.25,58.5,88.5
6469,32.5,65,70.5
6470,33,66,87.75
6471,29.5,59,97.5
6472,23.5,47,99
6473,29.25,58.5,88.5
6474,32.5,65,70.5
6475,33,66,87.75
6476,29.5,59,97.5
6477,23.5,47,99
6478,29.25,58.5,88.5
6479,32.5,65,70.5
6480,33,66,87.75
6481,29.5,59,97.5
6482,23.5,47,99
6483,29.25,58.5,88.5
6484,32.5,65,70.5
6485,33,66,87.75
6486,29.5,59,97.5
6487,23.5,47,99
6488,29.25,58.5,88.5
6489,32.5,65,70.5
6490,33,66,87.75
6491,29.5,59,97.5
6492,23.5,47,99
6493,29.25,58.5,88.5
6494,32.5,65,70.5
6495,33,66,87.75
6496,29.5,59,97.5
6497,23.5,47,99
6498,29.25,58.5,88.5
6499,32.5,65,70.5
6500,33,66,87.75
6501,29.5,59,97.5
6502,23.5,47,99
6503,29.25,58.5,88.5
6504,32.5,65,70.5
6505,33,66,87.75
6506,29.5,59,97.5
6507,23.5,47,99
6508,29.25,58.5,88.5
6509,32.5,65,70.5
6510,33,66,87.75
6511,29.5,59,97.5
6512,23.5,47,99
6513,29.25,58.5,88.5
6514,32.5,65,70.5
6515,33,66,87.75
6516,29.5,59,97.5
6517,23.5,47,99
6518,29.25,58.5,88.5
6519,32.5,65,70.5
6520,33,66,87.75
6521,29.5,59,97.5
6522,23.5,47,99
6523,29.25,58.5,88.5
6524,32.5,65,70.5
6525,33,66,87.75
6526,29.5,59,97.5
6527,23.5,47,99
6528,29.25,58.5,88.5
6529,32.5,65,70.5
6530,33,66,87.75
6531,29.5,59,97.5
6532,23.5,47,99
6533,29.25,58.5,88.5
6534,32.5,65,70.5
6535,33,66,87.75
6536,29.5,59,97.5
6537,23.5,47,99
6538,29.25,58.5,88.5
6539,32.5,65,70.5
6540,33,66,87.75
6541,29.5,59,97.5
6542,23.5,47,99
6543,29.25,58.5,88.5
6544,32.5,65,70.5
6545,33,66,87.75
6546,29.5,59,97.5
6547,23.5,47,99
6548,29.25,58.5,88.5
6549,32.5,65,70.5
6550,33,66,87.75
6551,29.5,59,97.5
6552,23.5,47,99
6553,29.25,58.5,88.5
6554,32.5,65,70.5
6555,33,66,87.75
6556,29.5,59,97.5
6557,23.5,47,99
6558,29.25,58.5,88.5
6559,32.5,65,70.5
6560,33,66,87.75
6561,29.5,59,97.5
6562,23.5,47,99
6563,29.25,58.5,88.5
6564,32.5,65,70.5
6565,33,66,87.75
6566,29.5,59,97.5
6567,23.5,47,99
6568,29.25,58.5,88.5
6569,32.5,65,70.5
6570,33,66,87.75
6571,29.5,59,97.5
6572,23.5,47,99
6573,29.25,58.5,88.5
6574,32.5,65,70.5
6575,33,66,87.75
6576,29.5,59,97.5
6577,23.5,47,99
6578,29.25,58.5,88.5
6579,32.5,65,70.5
6580,33,66,87.75
6581,29.5,59,97.5
6582,23.5,47,99
6583,29.25,58.5,88.5
6584,32.5,65,70.5
6585,33,66,87.75
6586,29.5,59,97.5
6587,23.5,47,99
6588,29.25,58.5,88.5
6589,32.5,65,70.5
6590,33,66,87.75
6591,29.5,59,97.5
6592,23.5,47,99
6593,29.25,58.5,88.5
6594,32.5,65,70.5
6595,33,66,87.75
6596,29.5,59,97.5
6597,23.5,47,99
6598,29.25,58.5,88.5
6599,32.5,65,70.5
6600,33,66,87.75
6601,29.5,59,97.5
6602,23.5,47,99
6603,29.25,58.5,88.5
6604,32.5,65,70.5
6605,33,66,87.75
6606,29.5,59,97.5
6607,23.5,47,99
6608,29.25,58.5,88.5
6609,32.5,65,70.5
6610,33,66,87.75
6611,29.5,59,97.5
6612,23.5,47,99
6613,29.25,58.5,88.5
6614,32.5,65,70.5
6615,33,66,87.75
6616,29.5,59,97.5
6617,23.5,47,99
6618,29.25,58.5,88.5
6619,32.5,65,70.5
6620,33,66,87.75
6621,29.5,59,97.5
6622,23.5,47,99
6623,29.25,58.5,88.5
6624,32.5,65,70.5
6625,33,66,87.75
6626,29.5,59,97.5
6627,23.5,47,99
6628,29.25,58.5,88.5
6629,32.5,65,70.5
6630,33,66,87.75
6631,29.5,59,97.5
6632,23.5,47,99
6633,29.25,58.5,88.5
6634,32.5,65,70.5
6635,33,66,87.75
6636,29.5,59,97.5
6637,23.5,47,99
6638,29.25,58.5,88.5
6639,32.5,65,70.5
6640,33,66,87.75
6641,29.5,59,97.5
6642,23.5,47,99
6643,29.25,58.5,88.5
6644,32.5,65,70.5
6645,33,66,87.75
6646,29.5,59,97.5
6647,23.5,47,99
6648,29.25,58.5,88.5
6649,32.5,65,70.5
6650,33,66,87.75
6651,29.5,59,97.5
6652,23.5,47,99
6653,29.25,58.5,88.5
6654,32.5,65,70.5
6655,33,66,87.75
6656,29.5,59,97.5
6657,23.5,47,99
6658,29.25,58.5,88.5
6659,32.5,65,70.5
6660,33,66,87.75
6661,29.5,59,97.5
6662,23.5,47,99
6663,29.25,58.5,88.5
6664,32.5,65,70.5
6665,33,66,87.75
6666,29.5,59,97.5
6667,23.5,47,99
6668,29.25,58.5,88.5
6669,32.5,65,70.5
6670,33,66,87.75
6671,29.5,59,97.5
6672,23.5,47,99
6673,29.25,58.5,88.5
6674,32.5,65,70.5
6675,33,66,87.75
6676,29.5,59,97.5
6677,23.5,47,99
6678,29.25,58.5,88.5
6679,32.5,65,70.5
6680,33,66,87.75
6681,29.5,59,97.5
6682,23.5,47,99
6683,29.25,58.5,88.5
6684,32.5,65,70.5
6685,33,66,87.75
6686,29.5,59,97.5
6687,23.5,47,99
6688,29.25,58.5,88.5
6689,32.5,65,70.5
6690,33,66,87.75
6691,29.5,59,97.5
6692,23.5,47,99
6693,29.25,58.5,88.5
6694,32.5,65,70.5
6695,33,66,87.75
6696,29.5,59,97.5
6697,23.5,47,99
6698,29.25,58.5,88.5
6699,32.5,65,70.5
6700,33,66,87.75
6701,29.5,59,97.5
6702,23.5,47,99
6703,29.25,58.5,88.5
6704,32.5,65,70.5
6705,33,66,87.75
6706,29.5,59,97.5
6707,23.5,47,99
6708,29.25,58.5,88.5
6709,32.5,65,70.5
6710,33,66,87.75
6711,29.5,59,97.5
6712,23.5,47,99
6713,29.25,58.5,88.5
6714,32.5,65,70.5
6715,33,66,87.75
6716,29.5,59,97.5
6717,23.5,47,99
6718,29.25,58.5,88.5
6719,32.5,65,70.5
6720,33,66,87.75
6721,29.5,59,97.5
6722,23.5,47,99
6723,29.25,58.5,88.5
6724,32.5,65,70.5
6725,33,66,87.75
